Topic,Count,Name,Representation,Representative_Docs,Total_Likes,Average_Likes
181,35,181_draw_drawn_drawing_sometimes,"['draw', 'drawn', 'drawing', 'sometimes', 'safe', 'yes', 'things', 'faded', 'drawin', 'drawperson']","['collection of things that I draw', 'For all of the things I draw', 'The things I draw']",62,1.77
182,35,182_httpsdazzlefmalgorithms_sort_explore_top,"['httpsdazzlefmalgorithms', 'sort', 'explore', 'top', 'atproto', 'apps', 'windsurfing', 'performer', 'atprotobased', 'chromebooks']","['Explore the vibrant culture and attractions of St. Louis. (top sort)\n\nhttps://dazzle.fm/algorithms', 'Explore product strategy for atproto-based solutions (top sort)\n\nhttps://dazzle.fm/algorithms', 'Explore the latest apps on ATProto (top sort)\n\nhttps://dazzle.fm/algorithms']",28,0.8
183,35,183_swift_taylor_swifties_eras,"['swift', 'taylor', 'swifties', 'eras', 'tour', 'swiftorg', 'swiftiessocial', '1989', 'language', 'easter']","['Taylor Swift news (latest concerts, music albums, and all things Taylor Swift).', 'Feed of just posts including the name ""Taylor Swift""!!', 'Posts about Taylor Swift']",3513,100.37
184,34,184_financial_money_wealth_investment,"['financial', 'money', 'wealth', 'investment', 'investing', 'strategies', 'buttondown', 'spending', 'trading', 'insights']","['Explore our Trading feed for insights, strategies, and tips on market trends to enhance your trading skills and investment success!', 'Your journey to financial freedom starts here! 🎯\r\nFollow us for:\r\n✅ Tips on tackling debt smarter and faster\r\n✅ Stories of real people crushing their debt goals\r\n✅ Expert advice to build better money habits\r\n✅ Tools and strategies to stay motivated\r\n\r\nLet’s build a brighter financial future together! 🚀✨', 'Explore the world of Finance! Stay updated with tips, trends, and insights to enhance your financial literacy and investment strategies.']",104,3.06
185,34,185_artwork_nami_brawlers_2k23,"['artwork', 'nami', 'brawlers', '2k23', 'shibuya', 'heehoo', 'themez', 'tee', 'drawingz', 'cringetober']","['My artwork!', 'All of my artwork!', 'ALL DA CRINGETOBER DRAWINGZ FOR 2K23!!!\n\n[CONTENT WARNING!]\nEyestrain, Unsettling Themez']",83,2.44
186,34,186_kpop_groups_idols_girl,"['kpop', 'groups', 'idols', 'girl', 'aespa', 'kpopsky', 'itzy', 'group', 'bts', 'hunters']","['kpop feed post only', 'kpop for all <3', 'all kpop.']",634,18.65
187,34,187_test_blueskyfeedcreatorcom_storm_osu,"['test', 'blueskyfeedcreatorcom', 'storm', 'osu', 'yellow', 'abesmithbskysocial', 'asuka', 'bogalusa', 'summervillesc', 'gazers']","['the osu! bluesky feed! link to your osu! profile in your bio to be included! in some cases can take up to 2 days', 'Pulls Carcosa, King in Yellow, Yellow King, #bskybc, Hasteur', 'This is the home for weather lovers, storm chasers, and sky gazers. Share forecasts, radar insights, view storm pictures/videos, and dive deep into the science of the skies. Join the Bluesky weather community and stay ahead of the storm.']",224,6.59
188,34,188_digimon_dragons_emblem_dragon,"['digimon', 'dragons', 'emblem', 'dragon', 'tiny', 'course', 'promise', 'appearing', 'anime', 'train']","[""Feed for Jaymi's Digimon Story; Digimon Rumble Academy"", 'The blue dragon digimon, first appearing in Digimon Adventure 02.', 'All of my Digimon related fan art.']",54,1.59
189,34,189_camprevpit_beer_sprints_encouragement,"['camprevpit', 'beer', 'sprints', 'encouragement', 'advice', 'prompts', 'cabin', 'pump', 'brewing', 'writers']","['A community feed for all things Fantasy CampRevPit 2025 – updates, prompts, sprints, advice, and encouragement for writers.\n\nBlueskyFeedCreator.com', 'A community feed for all things Fantasy CampRevPit 2025 – updates, prompts, sprints, advice, and encouragement for writers.\n\nBlueskyFeedCreator.com', 'A community feed for all things Fantasy CampRevPit 2025 – updates, prompts, sprints, advice, and encouragement for writers.\n\nBlueskyFeedCreator.com']",289,8.5
190,33,190_african_africa_doctors_borders,"['african', 'africa', 'doctors', 'borders', 'nigeria', 'sudan', 'africanliterature', 'africanornithology', 'africanwriter', 'africanbook']","['A comprehensive hashtag feed for African Fiction\n\n#africanlit #africanliterature #africansf #africanfuturism #africanwriter #africanauthor #africanbook #africanpublisher #africanmagazine #africananthology #africancollection #africanfiction', ""Doctors Without Borders' updates from Ukraine."", ""Doctors Without Borders' updates from South Sudan.""]",304,9.21
191,33,191_cilia_gis_maps_maths,"['cilia', 'gis', 'maps', 'maths', 'atprotoscience', 'fungal', 'geography', 'fermentation', 'math', 'studies']","['Stuff about maps, GIS and geotech from people I know', 'Stay on the cutting edge of GIS, mapping, and spatial technologies. This curated feed brings together the best posts from the global GIS community — including #GIS, #ArcGIS, #QGIS, #ESRI, #FOSS4G, #GISChat, and more.', ""Dear cilia enthusiasts - here's an attempt to create a feed to collect interesting content about ciliated organisms (ciliates, choanoflagellates, ctenophores...), cilia biology, and ciliopathies.\n\nTag your post with #cilia to ensure it appears in the feed. (Refer to euk. flagella as cilia please!)""]",528,16.0
192,33,192_iox_gratitude_itzy_schedules,"['iox', 'gratitude', 'itzy', 'schedules', 'twitter', 'dlsite', 'corruptive', 'gratification', 'granny', 'thecreator']","['New users who recently migrated from X / Twitter.\n\nLooks for posts with the phrase ""hello world"", and either ""X"" or ""Twitter"".\n\nwelcome | twitter | x | exodus | xodus | bluesky | new | users | migration | social media | social network | fun | funny', 'This feed is meant for custom VTuber assets that either I make for myself and/or receive as gifts from peers & close friends.\n\nFeed image credit goes to Kuso09k & Granny Cherry.', 'This is an unnofficial feed for iox, the creator capitol. Anybody else that works with iox, I might add them later too, but not until people notify @pickelrye.bsky.social to do so.']",981,29.73
193,33,193_cosplays_cosplay_blazinvixenart_hypos,"['cosplays', 'cosplay', 'blazinvixenart', 'hypos', 'aranea', 'conniiees', 'digirhys', 'dreamlightvalley', 'ddlv', 'greatful']","['All my cosplays!! ☺️💖', 'My Cosplays :3', 'The place to show off your best cosplays, your current projects and your total cosplay flops. Use #cosplay in your posts to show up in the feed.']",1258,38.12
194,33,194_unity_consciousness_interconnectedness_compassion,"['unity', 'consciousness', 'interconnectedness', 'compassion', 'filth', 'harmonious', 'eunoia', 'wisdom', 'principles', 'courses']","['Explore scientific research supporting the concepts of interconnectedness and unity consciousness.', 'Share insights and excerpts from our ""Living Unity: Embracing the Eunoia Way"" e-book, offering daily wisdom on unity consciousness.', 'Discover the path to a harmonious world with our Unity Consciousness feed. Explore daily insights on compassion, interconnectedness, and peace-building. Join a community dedicated to transforming lives through the wisdom of ""Living Unity: Embracing the Eunoia Way']",63,1.91
195,33,195_finished_compile_easier_dolfengra,"['finished', 'compile', 'easier', 'dolfengra', 'dewey', 'felis', 'nari', 'nonetheless', 'necesarily', 'artworks']","['i think im putting my art under there im trying to work this out ok whats a license', 'Im Dewey and this is me trying to compile all of my art!', 'My ""other"" body of work. Experiments or work which doesn\'t necesarily match my vision, yet I\'m still proud of nonetheless. I can\'t define what they have different, they just are.']",62,1.88
196,32,196_dice_artists_panda3d_fav,"['dice', 'artists', 'panda3d', 'fav', 'cofs', 'fenton', 'cubed', 'denen', 'clacks', 'cuberolling']","['A collection of dice making content', 'Sammlung meiner Posts auf denen Würfel sind | Collection of my posts containing dice', 'All the dice Jiji makes! Fun experiments, dice making troubles and the actual finished click clacks!']",45,1.41
197,32,197_dollars_nuclear_atomiccabaret_fintech,"['dollars', 'nuclear', 'atomiccabaret', 'fintech', 'abolition', 'cryptoweb3blockchainsdlts', 'bigness', 'httpsawakaricomsubdetailshtmlidfirefox', 'httpsawakaricomsubdetailshtmlidwasm', 'hvachackshvaccontractorbuildingperformanceenergyefficiencyhvaclifeairconditioninghvacservicerebateprogramnyserdaheatpumpheat']","[""aloha #NoNukes ! Here's a feed for anti-nuclear and Nuclear abolition activists and information."", 'This is a feed about my show #AtomicCabaret Going on tour in 2025 in the UK and Europe. Use the #AtomicCabaret To share photos or questions Or relevant news and posts related to nuclear abolition.❤️', 'Points out if anyone horrifically types a dollar amount like so:\n\n""$3 dollars""\n\n...because that monstrosity essentially translates to ""3 dollars dollars"". Bills, y\'all.']",85,2.66
198,32,198_brother_big_tm_movement,"['brother', 'big', 'tm', 'movement', 'promoted', 'twists', 'bb27', 'fire', '2025', 'behindthescenes']","['Promi Big Brother 2025 / Knossi Big Brother 2025', 'Dedicated update accounts for Big Brother US', 'Posts containing ""Big Brother""']",111,3.47
199,31,199_artwork_ink_sketches_alis,"['artwork', 'ink', 'sketches', 'alis', 'gent', 'inkkey', 'dedroll', 'artsydoe', 'kha0s', 'lyndseyluvs']","['Drawings of Balance, Serendipity and Virvayne!', 'non shippy non kuradex art by me', 'Art from the Paleo Panthera pewter foundry and art studio; art by Palaeosinensis.']",38,1.23
200,31,200_bdsm_kink_babesky_femdom,"['bdsm', 'kink', 'babesky', 'femdom', 'hoes', 'raving', 'whores', 'baddies', 'sluts', 'fetish']","['Updated: April 2, 2025 - BDSM & Femdom Feed. This feed includes widely recognized search terms such as BDSM, bondage, dominatrix, femdom, dominant, sadism, masochism, etc. The post needs to mention a major Asian city or country. It shows posts of the last 7 days, sorted by popularity.', 'Kink, fetish, & BDSM themed feeds from Babesky accounts', 'Updated: March 8, 2025 - BDSM & Femdom Feed. This feed includes widely recognized search terms such as BDSM, bondage, dominatrix, femdom, dominant, sadism, masochism, etc. It shows posts of the last 24 hours, sorted by popularity.']",1124,36.26
201,31,201_moths_wasps_lacewings_vc55,"['moths', 'wasps', 'lacewings', 'vc55', 'seasonings', 'neuropterida', 'maspalomas', 'ants', 'sauces', 'canaria']","['Wasps, Ants, Bees, and Sawflies. Sometimes also bugs that have been parasitised by wasps, or want to look like wasps. Because everyone knows wasps are the best.', 'The feed for moths from VC55 Leicestershire and Rutland. Just include #vc55moths in your post, and lets please keep this to moths and moth recording from VC55 only.', 'A feed for  lacewings and allied insects.  All Neuropterida are welcome including Neuroptera (lacewings including antlions, waxflies etc.), Megaloptera (alderflies) and Rhaphidioptera (snakeflies).  Also Mecoptera (Scorpionflies & Snow Flea) as previously grouped with Neuropterida.']",299,9.65
202,31,202_2d_3d_patreon_blender,"['2d', '3d', 'patreon', 'blender', 'crafts', 'artistmy', 'drystone', 'commisisons', 'craftworkfolk', 'commissionsadopts']","['Happy #PortfolioDay everyone!\n\nShare your 2d and 3d art with the community!', 'Art I made whether it includes 3D Blender stuff, the rare written story, or actual 2D art, this is where you will see it end up. ::3', 'You can see my arts here, both 3D and 2D.']",290,9.35
203,31,203_chars_week_pc2_posted,"['chars', 'week', 'pc2', 'posted', 'images', 'nsfw', 'spidersonaoc', 'suppresses', 'worf', 'botanical']","['NSFW images of Marvel chars posted in the last week', 'NSFW images of Nintendo chars posted in the last week', 'NSFW images of FInal Fantasy 7 chars posted in the last week']",188,6.06
204,31,204_ocsky_oc_ocs_originalcharacter,"['ocsky', 'oc', 'ocs', 'originalcharacter', 'plural', 'max', 'hop', 'considering', 'follower', 'write']","[""Like OCs: What's Hot, but with a max likes at 25! Considering adding a max follower count later. | Write or tag #OC / #OriginalCharacter (single or plural) or #OCsky to hop in!"", ""Like OCs: What's Hot, but with a max likes at 50! Considering adding a max follower count later. | Write or tag #OC / #OriginalCharacter (single or plural) or #OCsky to hop in!"", ""Like OCs: What's Hot, but with a max likes at 100! Considering adding a max follower count later. | Write or tag #OC / #OriginalCharacter (single or plural) or #OCsky to hop in!""]",931,30.03
205,30,205_indepth_technology_topics_explore,"['indepth', 'technology', 'topics', 'explore', 'science', 'depth', 'psychology', 'and', '', '']","['Explore in-depth technology and science topics', 'Explore in-depth technology and science topics', 'Explore in-depth technology and science topics']",5,0.17
206,30,206_energy_httpsappsapplecomappid6740137234_bluestocks_stocks,"['energy', 'httpsappsapplecomappid6740137234', 'bluestocks', 'stocks', 'features', 'right', 'app', 'track', 'check', 'sun']","['The latest posts about Dominion Energy (D). Spam-filtered and relevant for investors. For all features check out the Bluestocks app to track stocks right from Bluesky: https://apps.apple.com/app/id6740137234', 'The latest posts about Camber Energy (CEIN). Spam-filtered and relevant for investors. For all features check out the Bluestocks app to track stocks right from Bluesky: https://apps.apple.com/app/id6740137234', 'The latest posts about Camber Energy (CEI). Spam-filtered and relevant for investors. For all features check out the Bluestocks app to track stocks right from Bluesky: https://apps.apple.com/app/id6740137234']",0,0.0
207,30,207_f1_formula_race_driver,"['f1', 'formula', 'race', 'driver', 'nof1', 'lights', 'optout', 'drivers', 'names', 'prix']","['Lights out and away we go! All the links about Formula 1 / F1.\n\nLink posts excluded from the main feed that mention F1 or any number of related terms such as driver\'s names, track names, and many more. To opt-out use the terms ""nofeed"" or ""nof1"" in your post.', 'Lights out and away we go! All the conversation about Formula 1 / F1.\n\nPosts show up here if they mention F1 or any number of related terms such as driver\'s names, track names, and many more. To opt-out use the terms ""nofeed"" (generic) or ""nof1"" (feed specific) in your post.', 'Lights out and away we go! All the conversation about Formula 1 / F1.\n\nVideos show up if they mention F1 or any number of related terms such as driver\'s names, track names, and many more. To opt-out use the terms ""nofeed"" or ""nof1"" in your post.']",2152,71.73
208,30,208_library_libraries_librarians_transplant,"['library', 'libraries', 'librarians', 'transplant', 'vet', 'librarian', 'schoollibrary', 'psychology', 'school', 'teacherlibrarian']","['Welcome to Library Technology! A hub for librarians and tech enthusiasts to explore innovations, share tips, and discuss the tools shaping modern libraries. From cataloging to makerspaces, let’s connect and learn! 💻📖 #librarytech #librarian #library', 'Welcome to Teacher Librarian! A community for educators who bring learning to life through libraries. Share resources, spark creativity, and celebrate the magic of teaching in the library world. 📚🎓✨ #teacherlibrarian #schoollibrary #librarians', 'Welcome to Libraries in Schools! A space for school librarians, teacher-librarians, and library enthusiasts to share ideas, resources, and stories. Let’s celebrate the heart of every school: the library. 💡📚✨ #schoollibrary #teacherlibrarian #librarians']",596,19.87
